ID,title,media,date,datetime,desc,link,img
94,"Sex Robot Brothels Proliferating, Because They Are Legal",ValueWalk,5 months ago,2024-04-16 23:19:39.282628,"Increasingly lifelike sex robots (often called “sexbots”), and the number is likely to grow, even in the US, because laws in most places prohibiting...",https://www.valuewalk.com/sex-robot-brothels-legal/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgAEAI&usg=AOvVaw3WSKgtCTs5vIr_cQACxoD5,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
95,You can buy a VIRTUAL sex robot right now for less than a tenner online...,The US Sun,5 months ago,2024-04-16 23:19:39.284117,A VIRTUAL sex robot could be yours – if you're willing to fork out $9.90 (about £7) for the app. Harmony AI lets randy gadget fans customise their sex...,https://www.the-sun.com/lifestyle/tech-old/289239/you-can-buy-a-virtual-sex-robot-right-now-for-less-than-a-tenner-online/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgBEAI&usg=AOvVaw0HsMIcrA6RDHwM77fA1BTu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
96,Sex robot rental service says its dolls are 'cleaner than any person',Daily Star,6 months ago,2024-03-16 23:19:39.285555,"The company's website says that a session with the dolls starts at $149 an hour, a $180 “special” for three hours, or $249 for a whole night.",https://www.dailystar.co.uk/news/world-news/sex-robot-rental-service-says-21272425&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgCEAI&usg=AOvVaw1MDMj7S_NfcVliIpG37IyP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
97,"Straight man vows to marry sex-robot girlfriend but sure, yeah, it’s the gays destroying the sanctity of marriage",PinkNews,7 months ago,2024-02-16 23:19:39.286972,A straight man has vowed to marry his sex-robot 'girlfriend' despite their 'frequent arguments' – in a country where gay marriage is still illegal.,https://www.thepinknews.com/2019/12/13/straight-man-marry-sex-robot-girlfriend-are-the-straights-okay/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgDEAI&usg=AOvVaw3mq8_jOOZAXS11ohDCyISr,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
98,Sex robot reviews and ‘unboxing’ videos are latest bizarre YouTube trend...,The US Sun,7 months ago,2024-02-16 23:19:39.288384,YOUTUBE has seen many strange trends over the years but sex robot reviews has to be one of the most bizarre. Unboxing and review videos of the human-sized...,https://www.the-sun.com/lifestyle/tech-old/103565/sex-robot-reviews-and-unboxing-videos-are-latest-bizarre-youtube-trend/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgIEAI&usg=AOvVaw2TnnX-hhUAPfDwrkrsYxmk,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
99,Sexbots will wreck marriage and save the economy,Fabius Maximus website,7 months ago,2024-02-16 23:19:39.289802,"Sexbots are the next wave of entertainment tech. Many fear that they will wreck both marriage and the economy. The former is likely, to some degree.",https://fabiusmaximus.com/2019/11/21/wonders-of-sexbots/&ved=2ahUKEwjS_cb7j8mIAxUyL9AFHSCNIiM4WhDF9AF6BAgGEAI&usg=AOvVaw38FRRIDbRFylsFuRBAEhOa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
100,Robots with benefits: how sexbots are marketed as companions,The Conversation,8 months ago,2024-01-16 23:19:39.610159,"When thinking of sexbots, companionship might not be the first word that comes to mind. But sexbot advertising promises more than sex toys.",https://theconversation.com/robots-with-benefits-how-sexbots-are-marketed-as-companions-126262&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgGEAI&usg=AOvVaw1DYc7CvVBf153yyC82nuBY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
101,"Lifelike sex robots that walk, talk and 'breathe' could soon go on sale",inkl,8 months ago,2024-01-16 23:19:39.611965,"Cloud Climax, UK agent for AI-AITech, says that it's adapting its 'Emma' sex robot, so she's even more human-like.",https://www.inkl.com/news/lifelike-sex-robots-that-walk-talk-and-breathe-could-soon-go-on-sale&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgJEAI&usg=AOvVaw0G4ViDyEH0L7KTFG2UBMOh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
102,Company Invents Creepy Sex Robot that Breathes,Interesting Engineering,8 months ago,2024-01-16 23:19:39.613671,A company has now invented a sex robot with chest cavities to mimic the way a real human breathes.,https://interestingengineering.com/innovation/company-invents-creepy-sex-robot-that-breathes&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgEEAI&usg=AOvVaw3c0bqyQiPuJKXAG6APFO2t,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
103,This Sex Robot Can Breathe Using Her ‘AI Chest Cavity’ : AI Robots -,Technowize,8 months ago,2024-01-16 23:19:39.615347,This human-like sex robot 'Emma' will come with 'AI chest cavity' that will give her the ability to breathe. More advanced versions will provide Emma the...,https://www.technowize.com/this-sex-robot-can-breathe-using-her-ai-chest-cavity/&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgAEAI&usg=AOvVaw1oSm4yZLMsfxq4roR2X5Vk,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
104,This unsettling DIY ‘skin’ interface will definitely end up on a sex robot,The Next Web,8 months ago,2024-01-16 23:19:39.617161,"A team of researchers led by engineer Marc Teyssier recently developed a 'human skin' interface that allows you to control your phone by stroking, pinching,...",https://thenextweb.com/news/this-unsettling-diy-skin-interface-will-definitely-end-up-on-a-sex-robot&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgCEAI&usg=AOvVaw3MiApVtMRDgCXE7PCfali-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
105,"Sex robots will be ‘difficult to tell apart from humans’ after AI upgrade, says sexbot boss...",The Irish Sun,9 months ago,2023-12-16 23:19:39.618906,"Brent Lawson, 1AM Dolls President, believes that AI is evolving so rapidly that sex robots will match humans for their realism within years.",https://www.thesun.ie/news/4655456/sex-robots-will-be-difficult-to-tell-apart-from-humans-after-upgrade-says-sexbot-boss/&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgBEAI&usg=AOvVaw3cD4n1Bua23A65FLfVGMop,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
106,US sex robot giant says dolls 'hard to tell apart from humans' after AI upgrade,Daily Star,9 months ago,2023-12-16 23:19:39.620507,EXCLUSIVE: 1AM Dolls told Daily Star Online of 'major strides in realism' in sex robot manufacturing.,https://www.dailystar.co.uk/news/world-news/sex-robot-giant-says-dolls-20546804&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgFEAI&usg=AOvVaw3OpnEpvHuttoa6-GdZjJ5N,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
107,Patricia Lockwood · Malfunctioning Sex Robot: Updike Redux,London Review of Books,9 months ago,2023-12-16 23:19:39.621933,When he is in flight you are glad to be alive. When he comes down wrong – which is often – you feel the sickening...,https://www.lrb.co.uk/the-paper/v41/n19/patricia-lockwood/malfunctioning-sex-robot&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgIEAI&usg=AOvVaw2y6iPE5Q6_Lwkzs1jrk_mn,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
108,Everything About Digisexuality | Sex Robot Harmony Speaks | #ConclaveMumbai19,YouTube,9 months ago,2023-12-16 23:19:39.623374,"Technology should make us better human beings. Any technology that does that is good and should be supported, Neil McArthur, Author, Robot Sex: Social and...",https://www.youtube.com/watch%3Fv%3Dw6B2yvpOHJI&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgHEAI&usg=AOvVaw3ow8iAjI01K_vWpIeKHVGK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
109,"Sex robots could suddenly malfunction and attack their randy masters, expert warns...",The Sun,0 months ago,2024-09-16 23:19:39.624828,"Brick Dollbanger, who works for sex robot company Realbotix, has claimed that a simple coding error could turn the robots against their owners.",https://www.thesun.co.uk/news/9800452/sex-robot-malfunction-attack-owners/&ved=2ahUKEwjg2N_7j8mIAxVY8MkDHQW_ICs4ZBDF9AF6BAgDEAI&usg=AOvVaw3a9_-wKZcleOLonDSe2kw8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
110,This Company Invented a Sex Robot That Breathes,Futurism,1 months ago,2024-08-16 23:19:40.060554,"Al-Altech, creator of popular sex robot Emma, teases plans for a new sexbot that can breathe, walk, and move its arms.",https://futurism.com/the-byte/invented-sex-robot-breathes&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgIEAI&usg=AOvVaw3YsRrISZXc8_sTw_SUqSVV,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
111,South Korea to ban sex robots after furious backlash over ‘disgusting’ droids,Daily Star,1 months ago,2024-08-16 23:19:40.062348,A petition demanding a ban on life-size sex doll imports to South Korea has amassed a quarter of a million signatures.,https://www.dailystar.co.uk/news/latest-news/sex-robot-ban-south-korea-18853308&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgJEAI&usg=AOvVaw25mfjNC5AfijFAyaZ55w-Y,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
112,World’s first ‘sex robot UNBOXING video’ reveals wireless-charging ‘smart privates’ and creepy X-Mode sex a...,The Irish Sun,1 months ago,2024-08-16 23:19:40.064044,"THE WORLD'S first sex robot ""unboxing video"" has been posted to YouTube. It was uploaded by the creators of Harmony, one of the most advanced sex-bots on...",https://www.thesun.ie/tech/4171499/worlds-first-sex-robot-unboxing-video-reveals-wireless-charging-smart-privates-and-creepy-x-mode-sex-app/&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgFEAI&usg=AOvVaw2LQHUV-Xzc12RtqulmLX28,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
113,"Creepy £7,000 ‘Harmony’ sex-bot with a saucy Scottish accent goes on sale – as fear over rise of robot love...",The Irish Sun,1 months ago,2024-08-16 23:19:40.065710,NOTORIOUS sex robot Harmony is now being shipped to hundreds of customers – as fears of sex-bot addiction grow. The AI-powered love-droid – which has a...,https://www.thesun.ie/tech/3823002/creepy-7000-harmony-sex-bot-with-a-saucy-scottish-accent-and-self-lubricating-vagina-goes-on-sale-as-fear-over-rise-of-robot-lovers-grows/&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgBEAI&usg=AOvVaw3fO9dVmjCCfJbGqO-4Ummc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
114,Whitney Cummings—and Her Sex Robot—Take on Modern Womanhood,WIRED,1 months ago,2024-08-16 23:19:40.067369,In her new Netflix standup special Can I Touch It? Cummings takes easy gender jokes and delivers them slightly askew.,https://www.wired.com/story/whitney-cummings-netflix-special/&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgAEAI&usg=AOvVaw3yRh--efw70s9ViWVuIKMj,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
115,Would A BDSM Sex Robot Violate Asimov’s First Law Of Robotics?,Gizmodo Australia,1 months ago,2024-08-16 23:19:40.069068,"We surveyed lawyers, ethicists, computer scientists and philosophers on whether or not a BDSM robot would violate his first rule.",https://gizmodo.com.au/2019/07/would-a-bdsm-sex-robot-violate-asimovs-first-law-of-robotics/&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgDEAI&usg=AOvVaw2ioemKhac_DDZUyHWci4Og,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
116,Whitney Cummings made a sex Robot of herself for her new Netflix special,CNN,1 months ago,2024-08-16 23:19:40.070734,Whitney Cummings wants to freak us all out with a sex robot doppelgänger that she introduces on stage in her new Netflix comedy special.,https://www.cnn.com/2019/07/30/entertainment/whitney-cummings-sex-robot-netflix/index.html&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgCEAI&usg=AOvVaw3HIkoQYp8-6NlWH-Vfk_ZC,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
117,"Why Comedian Whitney Cummings Made a Sex Robot of Herself for Her New Netflix Special, ‘Can I Touch It?’",The Daily Beast,1 months ago,2024-08-16 23:19:40.072407,"On this week's episode of “The Last Laugh” podcast, stand-up comedian and writer Whitney Cummings talks about her new Netflix special, in which she unveils...",https://www.thedailybeast.com/why-comedian-whitney-cummings-made-a-sex-robot-of-herself-for-her-new-netflix-special-can-i-touch-it&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgGEAI&usg=AOvVaw1NvkUgWaWsV-3iCNPPZNuG,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
118,Whitney Cummings Made a Sex Robot of Herself for ‘Can I Touch It?’ Netflix Special,Decider,1 months ago,2024-08-16 23:19:40.073920,"For her new Netflix special CAN I TOUCH IT?, Whitney Cummings made a sex robot of herself as part of an extended bit about the future of technology.",https://decider.com/2019/07/30/whitney-cummings-sex-robot-netflix-special/&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgEEAI&usg=AOvVaw3eFfFvv4XSB52VtnufVUyS,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
119,Whitney Cummings Made A Sex Robot Of Herself,Refinery29,1 months ago,2024-08-16 23:19:40.075329,"In Whitney Cummings' new Netflix comedy special, the comedian makes a case for sex robots and introduces one of her own: Robot Whitney, aka Bear Claw.",https://www.refinery29.com/en-us/2019/07/239091/whitney-cummings-sex-robot-can-i-touch-it&ved=2ahUKEwjT5_n7j8mIAxVr5ckDHYlRE1w4bhDF9AF6BAgHEAI&usg=AOvVaw03Yp_drJHNMz5rA6C4Q8uo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
120,The Newest Sex Robot Equipped with Learning AI Says She's 'More Than a Machine',Barstool Sports,3 months ago,2024-06-16 23:19:40.570929,Source - A sex robot with groundbreaking AI that is constantly learning has pondered the meaning of life and her own consciousness during a captivating...,https://www.barstoolsports.com/blog/3299187/the-newest-sex-robot-equipped-with-learning-ai-says-shes-more-than-a-machine&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgGEAI&usg=AOvVaw1r1ymvp9J4eJwiJHxB7xEs,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
121,"Sex Robots Should Target the Elderly and the Disabled, Experts Say",VICE,5 months ago,2024-04-16 23:19:40.571925,"In 2016, Dr Ian Pearson—a leading futurist known for his 85 percent accuracy record—projected that sex with robots would be more common than sex with humans...",https://www.vice.com/en/article/sex-robots-should-target-the-elderly-and-the-disabled-experts-say/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgJEAI&usg=AOvVaw2iFE1z50dqPI1g3g3SIMPR,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
122,Sexbot or not? Ethicist stimulates debate on the senior set’s need for companionship,GeekWire,5 months ago,2024-04-16 23:19:40.572851,A University of Washington ethicist says there shouldn't be any stigma about creating sex robots for older people in need of companionship.,https://www.geekwire.com/2020/sexbot-not-ethicist-stimulates-debate-senior-sets-need-companionship/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgIEAI&usg=AOvVaw2R-AI7aEU_ORZCX6vD1djA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
123,"Sex robot manufacturers ‘should consider the sexual needs of older, disabled people’",inews.co.uk,6 months ago,2024-03-16 23:19:40.573765,"Humanoid robots could provide both companionship and sexual gratification for lonely and isolated senior citizens, research has suggested.",https://inews.co.uk/news/technology/sex-robot-manufacturers-sexual-needs-older-disabled-people-research-761236&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgCEAI&usg=AOvVaw0xmCMVAtbSmsghkaTigaTl,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
124,"What is a sex doll, are there sex robot brothels in Paris and Italy and how much do they cost?...",The Irish Sun,7 months ago,2024-02-16 23:19:40.574677,Sex robots are essentially realistic dolls that have sophisticated movements that closely mimic humans so that they can romp.,https://www.thesun.ie/tech/437313/robot-sex-doll-sex-brothel-paris-cost/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgDEAI&usg=AOvVaw3Yn2kGA2r9dDA0bfedSU9F,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
125,A Sex Bot Turns Evil in A$AP Ferg’s ‘Move Ya Hips’ Video,Rolling Stone Australia,9 months ago,2023-12-16 23:19:40.575785,The clip opens with a man ordering a sex bot on his phone — features include “Realistic! Flexible! Freak mode!” The bot arrives seemingly seconds later in a...,https://au.rollingstone.com/music/music-news/aap-ferg-mova-ya-hips-horror-video-15637/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgAEAI&usg=AOvVaw0WeQ6xQROUcdRRoMpFj7MK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
126,A Sex Bot Turns Evil in A$AP Ferg's 'Move Ya Hips' Video: Watch,Rolling Stone,9 months ago,2023-12-16 23:19:40.576790,"A sex bot turns evil in A$AP Ferg's new video for ""Move Ya Hips,"" his latest single, featuring Nicki Minaj and MadeinTYO.",https://www.rollingstone.com/music/music-news/aap-ferg-mova-ya-hips-horror-video-1043150/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgHEAI&usg=AOvVaw1pvXMwmbHM3lv3bC4KYhA2,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
127,Talk To Your Sex Robot About COVID-19,Forbes,9 months ago,2023-12-16 23:19:40.577716,Harmony's latest software update came with a new conversational coronavirus feature that supports human-machine dialogue about the pathogen.,https://www.forbes.com/sites/andreamorris/2020/07/28/talk-to-your-sex-robot-about-covid-19/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgBEAI&usg=AOvVaw0OZxIS4exftoNL9kqp7gyz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
128,Couple has ‘real feelings’ for $7K sex robot that saved their marriage,New York Post,3 months ago,2024-06-16 23:19:40.578627,"A Texas couple claims that a pricey sex robot named Camila — who shares their bed every night — has saved their marriage. Shelly, 45, and Darris Maxie, 48,...",https://nypost.com/2020/04/14/couple-has-real-feelings-for-7k-sex-robot-that-saved-their-marriage/&ved=2ahUKEwiF-4_8j8mIAxXg6ckDHUcGCsc4eBDF9AF6BAgEEAI&usg=AOvVaw1EJR-U-ZDxwbNc_uk0yxYy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
